index	line_no	section	name	declared_n	raw_lines	text_rows	multimodal_rows	json_errors	empty_lines	no_conversations	path
75	77	=== flashlitev42_meta.json ===	general_tau3-banking-qwen36-embedding_qwen36_taubench_linux_20260703	145	290	290	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/general_tau3-banking-qwen36-embedding_qwen36_taubench_linux_20260703.jsonl
76	78	=== flashlitev42_meta.json ===	gui_webgymremaining-1001-3000-majority_claude47opus_customagentv4_linux_20260804	624	312	0	312	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/gui_webgymremaining-1001-3000-majority_claude47opus_customagentv4_linux_20260804.jsonl
77	79	=== flashlitev42_meta.json ===	gui_webgymremaining-3001-5000-unanimous_claude47opus_customagentv4_linux_20260804	818	409	0	409	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/gui_webgymremaining-3001-5000-unanimous_claude47opus_customagentv4_linux_20260804.jsonl
78	80	=== flashlitev42_meta.json ===	gui_webgymremaining-first1000-majority_claude47opus_customagentv4_linux_20260804	454	227	0	227	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/gui_webgymremaining-first1000-majority_claude47opus_customagentv4_linux_20260804.jsonl
79	81	=== flashlitev42_meta.json ===	gui_webgymreverse-wave2_claude46opus_customagentv4_mac_20260804	88	44	0	44	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/gui_webgymreverse-wave2_claude46opus_customagentv4_mac_20260804.jsonl
80	82	=== flashlitev42_meta.json ===	gui_webgymreverse-wave3_claude46opus_customagentv4_mac_20260804	340	170	0	170	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/gui_webgymreverse-wave3_claude46opus_customagentv4_mac_20260804.jsonl
81	83	=== flashlitev42_meta.json ===	gui_webgymreverse-wave4_claude46opus_customagentv4_mac_20260804	86	43	0	43	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/gui_webgymreverse-wave4_claude46opus_customagentv4_mac_20260804.jsonl
82	84	=== flashlitev42_meta.json ===	gui_webgymreverse-wave5_claude46opus_customagentv4_mac_20260804	90	45	0	45	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/gui_webgymreverse-wave5_claude46opus_customagentv4_mac_20260804.jsonl
83	85	=== flashlitev42_meta.json ===	gui_webgymreverse-wave6_claude46opus_customagentv4_mac_20260804	190	95	0	95	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/gui_webgymreverse-wave6_claude46opus_customagentv4_mac_20260804.jsonl
84	86	=== flashlitev42_meta.json ===	longhorizonBasic_prolong-part1-part2-200k_claude48opus_20260704	7095	7095	6722	373	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonBasic_prolong-part1-part2-200k_claude48opus_20260704.jsonl
85	87	=== flashlitev42_meta.json ===	longhorizonBasic_prolong-part1-part2-350k_claude48opus_20260704	1736	1736	1607	129	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonBasic_prolong-part1-part2-350k_claude48opus_20260704.jsonl
86	88	=== flashlitev42_meta.json ===	longhorizonBasic_prolong-part3-200k_glm52_20260708	4000	4000	3694	306	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonBasic_prolong-part3-200k_glm52_20260708.jsonl
87	89	=== flashlitev42_meta.json ===	longhorizonBasic_prolong-part3-350k_glm52_20260708	1000	1000	884	116	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonBasic_prolong-part3-350k_glm52_20260708.jsonl
88	90	=== flashlitev42_meta.json ===	longhorizonBasic_prolong-part4-200k_glm52_20260710	2400	2400	2238	162	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonBasic_prolong-part4-200k_glm52_20260710.jsonl
89	91	=== flashlitev42_meta.json ===	longhorizonBasic_prolong-part4-350k_glm52_20260710	600	600	533	67	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonBasic_prolong-part4-350k_glm52_20260710.jsonl
90	92	=== flashlitev42_meta.json ===	longhorizonBasic_prolong-part5-200k_glm52_20260715	1684	1684	1592	92	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonBasic_prolong-part5-200k_glm52_20260715.jsonl
91	93	=== flashlitev42_meta.json ===	longhorizonBasic_prolong-part5-350k_glm52_20260715	2647	2647	2488	159	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonBasic_prolong-part5-350k_glm52_20260715.jsonl
92	94	=== flashlitev42_meta.json ===	longhorizonCoding_repozero-opus5cot-hybrid_claude5opus_custom-minisweagent_linux_20260824	1046	523	522	1	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonCoding_repozero-opus5cot-hybrid_claude5opus_custom-minisweagent_linux_20260824.jsonl
93	95	=== flashlitev42_meta.json ===	longhorizonGeneral_agencybench-lcx-aug-v2_claude5opus_hermes0-20-0_linux_20260813	238	238	227	11	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonGeneral_agencybench-lcx-aug-v2_claude5opus_hermes0-20-0_linux_20260813.jsonl
94	96	=== flashlitev42_meta.json ===	longhorizonGeneral_combo-128k-256k_claude46opus_claudecode_linux_20260807	200	132	132	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonGeneral_combo-128k-256k_claude46opus_claudecode_linux_20260807.jsonl
95	97	=== flashlitev42_meta.json ===	longhorizonGeneral_combo-256k-512k_claude46opus_claudecode_linux_20260807	926	463	462	1	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonGeneral_combo-256k-512k_claude46opus_claudecode_linux_20260807.jsonl
96	98	=== flashlitev42_meta.json ===	longhorizonGeneral_combo-512k-plus_claude46opus_claudecode_linux_20260807	10	19	19	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonGeneral_combo-512k-plus_claude46opus_claudecode_linux_20260807.jsonl
97	99	=== flashlitev42_meta.json ===	longhorizonGeneral_combo-64k-128k_claude46opus_claudecode_linux_20260807	30	18	18	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonGeneral_combo-64k-128k_claude46opus_claudecode_linux_20260807.jsonl
98	100	=== flashlitev42_meta.json ===	longhorizonGeneral_combo-new-128k-256k_claude46opus_claudecode_linux_20260810	29	29	29	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonGeneral_combo-new-128k-256k_claude46opus_claudecode_linux_20260810.jsonl
99	101	=== flashlitev42_meta.json ===	longhorizonGeneral_combo-new-256k-512k_claude46opus_claudecode_linux_20260810	188	188	187	1	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonGeneral_combo-new-256k-512k_claude46opus_claudecode_linux_20260810.jsonl
100	102	=== flashlitev42_meta.json ===	longhorizonGeneral_combo-new-512k-plus_claude46opus_claudecode_linux_20260810	2	2	2	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonGeneral_combo-new-512k-plus_claude46opus_claudecode_linux_20260810.jsonl
101	103	=== flashlitev42_meta.json ===	longhorizonGeneral_combo-new-64k-128k_claude46opus_claudecode_linux_20260810	2	2	2	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonGeneral_combo-new-64k-128k_claude46opus_claudecode_linux_20260810.jsonl
102	104	=== flashlitev42_meta.json ===	longhorizonGeneral_data-procure-roadmapbench-0817-batch1_claude48opus_openhands_linux_20260820	789	789	755	34	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonGeneral_data-procure-roadmapbench-0817-batch1_claude48opus_openhands_linux_20260820.jsonl
103	105	=== flashlitev42_meta.json ===	longhorizonGeneral_data-procure-roadmapbench-0820-batch2_claude48opus_openhands_linux_20260820	244	244	235	9	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonGeneral_data-procure-roadmapbench-0820-batch2_claude48opus_openhands_linux_20260820.jsonl
104	106	=== flashlitev42_meta.json ===	longhorizonGeneral_newquery0719-0720_claude46opus_hermes0-19-0_linux_20260730	599	1230	1186	44	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonGeneral_newquery0719-0720_claude46opus_hermes0-19-0_linux_20260730.jsonl
105	107	=== flashlitev42_meta.json ===	longhorizonGeneral_newquery0803_claude46opus_hermes0-19-0_linux_20260805	2100	1024	1024	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonGeneral_newquery0803_claude46opus_hermes0-19-0_linux_20260805.jsonl
106	108	=== flashlitev42_meta.json ===	longhorizonGeneral_rongleitask0701_claude46opus_hermes0-19-0_linux_20260807	798	1223	1138	85	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonGeneral_rongleitask0701_claude46opus_hermes0-19-0_linux_20260807.jsonl
107	109	=== flashlitev42_meta.json ===	longhorizonGeneral_sft256k2klongctx0701_claude46opus_hermes0-19-0_linux_20260807	330	805	754	51	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonGeneral_sft256k2klongctx0701_claude46opus_hermes0-19-0_linux_20260807.jsonl
108	110	=== flashlitev42_meta.json ===	longhorizonGeneral_single-task_claude46opus_claudecode_linux_20260820	370	370	368	2	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonGeneral_single-task_claude46opus_claudecode_linux_20260820.jsonl
109	111	=== flashlitev42_meta.json ===	longhorizonGeneral_workspacebench-lcx-aug_claude5opus_custom0-1_linux_20260731	2000	949	922	27	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/longhorizonGeneral_workspacebench-lcx-aug_claude5opus_custom0-1_linux_20260731.jsonl
110	112	=== flashlitev42_meta.json ===	mathReasoningBasic_gpqasupplement_claude46opus_20260805	2808	4680	4680	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/mathReasoningBasic_gpqasupplement_claude46opus_20260805.jsonl
111	113	=== flashlitev42_meta.json ===	mathReasoningBasic_gsm8k_claude46opus_20260805	166	276	276	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/mathReasoningBasic_gsm8k_claude46opus_20260805.jsonl
112	114	=== flashlitev42_meta.json ===	mathReasoningBasic_logiqa_claude46opus_20260805	4090	6816	6816	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/mathReasoningBasic_logiqa_claude46opus_20260805.jsonl
113	115	=== flashlitev42_meta.json ===	mathReasoningBasic_mathall_claude46opus_20260805	12118	20196	20196	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/mathReasoningBasic_mathall_claude46opus_20260805.jsonl
114	116	=== flashlitev42_meta.json ===	mathReasoningBasic_mathallzhpart0_claude46opus_20260805	32407	54012	54012	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/mathReasoningBasic_mathallzhpart0_claude46opus_20260805.jsonl
115	117	=== flashlitev42_meta.json ===	mathReasoningBasic_mathallzhpart1_claude46opus_20260805	16375	27291	27291	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/mathReasoningBasic_mathallzhpart1_claude46opus_20260805.jsonl
116	118	=== flashlitev42_meta.json ===	mathReasoningBasic_mathdistilled_claude46opus_20260805	2368	3946	3946	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/mathReasoningBasic_mathdistilled_claude46opus_20260805.jsonl
117	119	=== flashlitev42_meta.json ===	mathReasoningBasic_mathhard_claude46opus_20260805	6022	10037	10037	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/mathReasoningBasic_mathhard_claude46opus_20260805.jsonl
118	120	=== flashlitev42_meta.json ===	mathReasoningBasic_megascience_claude46opus_20260805	9366	15610	15610	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/mathReasoningBasic_megascience_claude46opus_20260805.jsonl
119	121	=== flashlitev42_meta.json ===	mathReasoningBasic_questioncorrectionzh_claude46opus_20260805	54	90	90	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/mathReasoningBasic_questioncorrectionzh_claude46opus_20260805.jsonl
120	122	=== flashlitev42_meta.json ===	mathReasoningBasic_refresh1201_claude46opus_20260805	23663	39439	39439	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/mathReasoningBasic_refresh1201_claude46opus_20260805.jsonl
121	123	=== flashlitev42_meta.json ===	mathReasoningBasic_refresh1205_claude46opus_20260805	19250	32084	32084	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/mathReasoningBasic_refresh1205_claude46opus_20260805.jsonl
122	124	=== flashlitev42_meta.json ===	mathReasoningBasic_sciencemultimodal_claude46opus_20260805	5203	8672	8672	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/mathReasoningBasic_sciencemultimodal_claude46opus_20260805.jsonl
123	125	=== flashlitev42_meta.json ===	mathReasoningBasic_sciencemultimodalreconstructed_claude46opus_20260805	5018	8363	8363	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/mathReasoningBasic_sciencemultimodalreconstructed_claude46opus_20260805.jsonl
124	126	=== flashlitev42_meta.json ===	mathReasoningBasic_superiorreasoningpart0_claude46opus_20260805	15958	26597	26597	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/mathReasoningBasic_superiorreasoningpart0_claude46opus_20260805.jsonl
125	127	=== flashlitev42_meta.json ===	mathReasoningBasic_superiorreasoningpart1_claude46opus_20260805	9557	15929	15929	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/mathReasoningBasic_superiorreasoningpart1_claude46opus_20260805.jsonl
126	128	=== flashlitev42_meta.json ===	math_mathnet-batch1_claude5opus_claudecode2-1-220_linux_20260806	1701	1418	1418	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/math_mathnet-batch1_claude5opus_claudecode2-1-220_linux_20260806.jsonl
127	129	=== flashlitev42_meta.json ===	math_reserchmath_claude47opus_custom_linux_20260731	2721	7107	7107	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/math_reserchmath_claude47opus_custom_linux_20260731.jsonl
128	130	=== flashlitev42_meta.json ===	multimodalProxyBasic_direct-mm-hq_claude5opus_20260806	38384	127948	127946	2	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/multimodalProxyBasic_direct-mm-hq_claude5opus_20260806.jsonl
129	131	=== flashlitev42_meta.json ===	presentationXhx_files_claude47opus_custom_linux_20260630	818	818	0	818	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/presentationXhx_files_claude47opus_custom_linux_20260630.jsonl
130	132	=== flashlitev42_meta.json ===	presentationXhx_query_claude47opus_custom_linux_20260630	4049	4049	0	4049	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/presentationXhx_query_claude47opus_custom_linux_20260630.jsonl
131	133	=== flashlitev42_meta.json ===	presentation_agentic-nova-v4-1k-main_claude47opus_hermes_linux_20260818	296	592	569	23	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/presentation_agentic-nova-v4-1k-main_claude47opus_hermes_linux_20260818.jsonl
132	134	=== flashlitev42_meta.json ===	presentation_dynamic-merged_claude47opus_ppt-custom_linux_20260807	3372	6745	0	6745	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/presentation_dynamic-merged_claude47opus_ppt-custom_linux_20260807.jsonl
133	135	=== flashlitev42_meta.json ===	presentation_dynamic-textonly-all_claude47opus_ppt-custom_linux_20260814	4349	8698	8263	435	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/presentation_dynamic-textonly-all_claude47opus_ppt-custom_linux_20260814.jsonl
134	136	=== flashlitev42_meta.json ===	quantification_darebench-20260804_claude48opus_deerflowQuant-custom0701_linux_20260804	3910	1955	1955	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/quantification_darebench-20260804_claude48opus_deerflowQuant-custom0701_linux_20260804.jsonl
135	137	=== flashlitev42_meta.json ===	quantification_darebench-20260811_glm52_deerflowQuant-custom0701_linux_20260811	5836	2918	2917	1	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/quantification_darebench-20260811_glm52_deerflowQuant-custom0701_linux_20260811.jsonl
136	138	=== flashlitev42_meta.json ===	quantification_frontier-finance-20260818_claude5opus_hermes260701_linux_20260818	1076	538	538	0	0	0	0	/mnt/afs_agents/zhaoyifei/ms-swift-zyf/data/hongjiawei/code/ms-swift-hjw/miniModel/data_20260722/flash-lite-v42-0830/overall_swift/quantification_frontier-finance-20260818_claude5opus_hermes260701_linux_20260818.jsonl
